id,target,hasNum,hasLink,hasUser,hasHashtag,exclamacion,interrogacion,mayusculas,longitud,negativity,sigmoidic_negativity,neg_to_label,continent_cat_codes,continent_Africa,continent_Asia,continent_Europe,continent_EuropeEurope,continent_North America,continent_Oceania,continent_Other,continent_South America,country_cat_codes,country_Argentina,country_Australia,country_Canada,country_England,country_India,country_Nigeria,country_Other,country_Turkey,country_United Kingdom,country_United States,city_cat_codes,city_California,city_Chicago,city_Florida,city_London,city_Los Angeles,city_New York,city_Of,city_Other,city_Texas,city_Washington,prediccion_T5
1980,1,1,1,1,0,0,0,25,173,36.14069796236792,0.9999999931615036,1,4,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
1981,0,1,1,0,0,0,0,16,144,15.05050613452376,0.09199682034142652,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
1983,1,0,0,1,0,0,0,2,99,59.73353358197962,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
1985,1,1,1,0,1,0,1,12,161,21.247158354541494,0.9802984229858588,1,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
1986,0,1,1,0,1,0,0,17,158,38.69254446109242,0.999999999467024,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
1987,0,1,1,0,1,0,3,10,150,9.13003502099552,0.0002718563184355389,0,2,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,1,0,0,1
1989,1,1,1,0,0,0,0,8,102,12.588595365331802,0.008565548765342101,0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
1990,1,1,1,0,0,0,0,9,63,3.0,5.918571144876747e-07,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
1991,1,1,0,1,0,0,0,1,165,98.07997795528615,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
1992,1,0,0,0,0,0,0,2,99,28.735236527725892,0.9999887511850944,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
1994,0,0,0,0,0,0,4,3,126,36.337055815611016,0.9999999943806837,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
1995,1,1,1,1,0,0,0,23,184,49.108996347045576,0.999999999999984,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
1996,1,0,1,1,0,0,0,10,154,59.911730797153815,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
1999,0,1,1,0,0,0,0,18,141,15.05050613452376,0.09199682034142652,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2000,1,1,1,0,0,0,0,20,170,58.56841887703784,1.0,1,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2001,1,0,0,0,0,0,0,3,119,61.62016161821758,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2003,1,0,1,0,0,0,0,12,145,81.7710798264669,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2006,0,1,1,0,0,0,0,17,144,15.05050613452376,0.09199682034142652,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2007,1,0,0,0,0,0,0,5,53,12.588458913578258,0.008564390070171155,0,4,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1
2009,0,1,1,0,0,0,2,4,127,22.625856922424607,0.9949628097482398,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0
2010,1,1,1,0,0,0,2,20,143,80.99979061515437,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2012,1,0,0,0,0,1,0,3,147,55.57869871323662,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2014,1,1,1,0,0,0,0,7,106,25.97531196397959,0.9998223134768764,1,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2015,1,1,1,0,0,0,0,9,112,27.65948069670487,0.9999670168482664,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2016,1,1,1,0,0,0,0,16,121,41.02075764125388,0.9999999999480508,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1
2017,0,0,0,1,0,0,0,6,161,54.00502393956524,0.9999999999999998,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2019,1,0,1,0,0,0,0,21,159,25.585926677656023,0.999737743878354,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1
2020,1,0,0,0,0,0,0,3,150,143.0474456077544,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2022,1,1,1,0,0,0,0,27,148,164.66690876477657,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2023,1,1,1,0,1,0,0,15,147,56.50164232822386,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2024,1,1,1,0,0,0,0,7,107,24.739314996451498,0.9993887022985704,1,4,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1
2026,0,1,0,1,0,1,0,13,167,51.52789876443488,0.9999999999999988,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0
2027,1,0,0,0,0,0,0,3,58,19.728427348423807,0.9159405634132344,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2028,0,0,0,0,0,0,0,7,133,121.61289639211974,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2031,1,1,1,0,0,0,0,15,106,47.01245969281222,0.99999999999987,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2033,1,0,0,0,0,0,0,105,161,1327.2905131909536,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2034,1,1,0,1,0,0,0,6,163,72.3940895587012,1.0,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1
2035,1,1,1,1,0,0,0,10,131,55.83507654630299,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2036,1,1,1,0,0,0,0,16,121,45.772065732310885,0.9999999999995512,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2038,1,1,0,1,0,0,0,14,174,64.00742428780279,1.0,1,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2039,1,0,0,1,0,0,0,5,141,114.90265865525636,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2040,1,1,1,0,0,0,0,16,110,16.067505068882593,0.21883046018411575,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2042,1,0,0,1,1,0,0,7,139,60.0861556481631,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2043,1,1,1,0,0,0,0,32,152,75.55515505529942,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2045,1,1,1,0,1,0,0,9,126,47.895644377879826,0.9999999999999464,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2046,0,1,1,0,1,0,0,15,138,12.623298764082794,0.00886533894790549,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2047,1,1,1,0,0,3,1,19,156,35.68490150521763,0.999999989212756,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2049,1,1,1,0,1,0,0,8,131,37.42713482156582,0.9999999981108424,1,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2050,0,1,1,0,1,0,0,7,83,6.594173204080554,2.153462763462694e-05,0,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0
2051,1,1,1,1,1,0,0,13,143,35.19599160239799,0.9999999824109909,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2055,1,1,1,0,1,0,0,29,179,85.81408653976068,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2056,1,1,0,1,0,0,1,7,124,62.0597159667475,1.0,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1
2057,1,1,1,0,0,0,0,4,113,30.214464000350443,0.9999974373445784,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2058,0,0,0,0,0,0,0,4,84,6.385564450361095,1.7480002760834098e-05,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2059,1,1,1,0,0,0,0,7,97,26.024844608386502,0.9998308988876122,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2060,0,0,1,0,1,1,0,15,155,11.890438073660187,0.004279791854410967,0,4,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2061,0,1,1,0,0,0,0,13,148,46.91742878108312,0.9999999999998572,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2063,1,1,1,0,0,0,0,7,145,17.7171826362228,0.5931934097366391,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2064,0,1,1,0,1,0,1,18,135,20.60351098996769,0.9631555876673348,1,4,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
2067,1,0,0,0,0,0,0,2,128,87.42575755968491,1.0,1,1,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0
2068,1,1,1,0,1,0,0,4,147,28.671046302777675,0.999988005451432,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2069,1,1,0,1,0,0,0,12,161,175.61363801774633,1.0,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1
2070,0,1,1,0,1,0,0,19,157,19.005739331582333,0.8410069363939233,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0
2071,0,0,0,0,0,0,0,1,46,4.610468799605188,2.9623308128213386e-06,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2073,1,1,0,0,0,0,1,5,123,84.19857474663516,1.0,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2074,0,1,1,0,1,0,0,21,176,13.482541366079774,0.020684714656722072,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2075,0,1,1,0,0,0,0,16,108,15.339833020913822,0.11918539140390005,0,7,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2076,1,0,0,0,0,0,0,78,101,185.26323171026263,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2077,1,1,1,1,0,0,0,24,150,19.374157774337565,0.8843370361183991,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2078,1,1,0,1,0,0,0,6,158,70.14676499477012,1.0,1,2,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,1
2081,1,0,0,1,0,0,1,8,154,151.71321435426376,1.0,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1
2082,0,1,0,0,1,0,0,14,126,17.434938413077592,0.5237167920601982,1,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2083,0,1,1,0,0,0,0,20,127,11.073213728626213,0.0018947226853963048,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2084,0,0,0,0,0,0,0,2,46,8.105602359279791,9.761345075428613e-05,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2086,0,0,0,0,0,0,0,1,133,43.83842102988182,0.9999999999968964,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2087,0,1,0,1,0,0,4,5,72,7.2110791100074545,3.990692071085409e-05,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2089,1,1,1,1,0,0,0,11,129,48.54154294388274,0.9999999999999718,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1
2091,0,1,0,1,0,0,0,5,41,2.287498647362824,2.9025626176864237e-07,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2094,0,1,1,1,1,0,0,13,123,7.821984673026353,7.351001961857321e-05,0,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,1,1
2095,0,1,0,0,1,0,0,13,66,6.078718686974312,1.2861217447324235e-05,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0
2096,0,1,1,0,1,0,0,16,147,25.61474525423304,0.9997451919636016,1,4,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
2097,1,1,1,1,0,1,0,55,131,269.5268994741175,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2098,0,0,0,0,0,0,0,2,55,5.032816169042915,4.519142248725027e-06,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2099,0,1,1,0,0,0,0,8,97,10.107562459161901,0.0007222349642680692,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2100,1,1,0,1,0,0,0,7,161,95.83797067641113,1.0,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1
2102,1,1,1,1,1,0,0,15,155,36.3196501041856,0.9999999942820192,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0
2103,1,0,1,0,0,0,0,12,85,14.88927625615684,0.07938563930333868,0,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1
2108,0,1,1,1,0,0,0,4,146,23.898399718878107,0.9985838549713436,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2109,1,0,0,1,0,1,0,2,105,20.86836504287313,0.9714841544934409,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2110,0,1,0,1,0,0,0,19,175,52.497988435983025,0.9999999999999996,1,5,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2111,0,1,1,0,1,0,0,24,153,14.943160568570809,0.08341402337315612,0,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0
2112,0,1,1,0,1,0,0,7,118,8.119912437086924,9.902020992313481e-05,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2113,0,0,0,1,0,0,4,2,158,42.086366864169975,0.9999999999821024,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2114,0,0,0,0,0,0,0,0,63,8.008289248604397,8.856274110772728e-05,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2115,0,1,1,1,0,0,0,1,160,37.85533470353123,0.9999999987688716,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0
2116,0,1,1,0,1,0,0,16,146,5.811149230709488,9.841911464424357e-06,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2117,0,0,0,1,0,0,0,3,141,19.76616636813155,0.9188009806593536,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2118,1,0,0,1,0,0,0,1,150,94.525143033835,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2119,0,0,0,0,0,0,0,4,127,27.95136349796903,0.9999753661275224,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0
2121,1,1,1,0,1,0,0,12,146,6.266373426387885,1.5515949087509954e-05,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2122,0,0,0,0,0,0,0,5,51,3.069411081292733,6.343978516210133e-07,0,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0
2123,0,0,0,1,0,0,0,10,124,16.370717620127852,0.2750235622288585,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0
2125,1,1,0,0,0,1,0,12,125,58.23278535733893,1.0,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0
2126,0,0,0,0,0,0,0,3,138,17.954139162626003,0.6488844218595328,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2128,0,1,1,0,1,0,0,23,175,30.167244390436927,0.9999973134348522,1,5,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2129,0,1,1,0,1,0,0,7,115,8.62022911435035,0.00016329793607537706,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2131,0,0,0,0,0,1,0,5,99,12.827277620495028,0.01084955493056223,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2133,0,1,1,0,1,0,0,27,159,36.57738206821038,0.999999995581131,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1
2134,0,1,1,0,1,0,0,13,146,6.266373426387885,1.5515949087509954e-05,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2136,0,1,0,0,0,0,0,11,87,4.3737728065782715,2.3379653125778855e-06,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2138,0,1,1,0,1,1,0,13,104,2.6616055651111408,4.219433148924255e-07,0,2,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2139,0,1,1,1,1,0,0,16,120,3.38514013806718,8.699233506705757e-07,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2141,1,0,0,0,0,0,0,18,160,195.37949466406283,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2142,0,0,0,0,1,0,2,12,148,66.15900076810064,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2144,1,1,1,0,1,0,0,16,146,6.266373426387885,1.5515949087509954e-05,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2145,0,0,0,0,0,0,0,2,151,46.312730972443894,0.9999999999997388,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2146,0,0,0,1,0,1,0,4,154,72.55067080542486,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2148,0,1,0,0,0,0,0,4,96,20.978800560598604,0.9743892969487964,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0
2149,0,1,1,0,1,1,0,22,149,10.130636072718,0.0007390808182523247,0,2,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2150,0,0,0,1,0,0,0,4,125,20.912205439086406,0.9726738694742793,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2153,1,1,0,0,1,0,0,5,152,61.46981481252975,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2154,0,0,0,0,0,0,0,1,90,15.173076130272818,0.1027603082107021,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2157,0,0,0,0,1,0,0,10,149,33.63547545502779,0.9999999162538415,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2158,0,1,1,0,1,3,8,16,167,13.702314128116504,0.02563853459384917,0,7,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2159,1,1,1,0,0,0,0,10,88,26.71272098647409,0.9999149954687964,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2160,0,1,1,1,0,2,2,5,144,14.932051694600894,0.08256860305784232,0,4,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2161,1,1,1,0,0,0,0,12,180,62.79830363805746,1.0,1,4,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1
2163,0,0,1,0,0,0,0,9,149,10.09984668198985,0.0007166877819665446,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2164,1,1,1,0,0,0,0,13,126,54.36820285546797,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2169,1,1,1,0,0,0,0,15,126,54.36820285546797,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2171,1,1,1,0,0,0,0,15,126,54.36820285546797,1.0,1,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
2172,1,1,1,0,0,0,0,12,180,61.77512191961314,1.0,1,2,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,1,0,0,1
2173,1,1,1,1,0,0,0,9,118,42.61726825431605,0.9999999999894752,1,7,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
