,keys,values
6897,lower,"[('striked', 1), ('would', 1), ('gone', 1), ('otm', 1), ('even', 1), ('cliffclifffall', 1), ('could', 1), ('really', 1), ('fall', 1)]"
6896,otm,"[('striked', 1), ('would', 1), ('gone', 1), ('even', 1), ('cliffclifffall', 1), ('could', 1), ('lower', 1), ('really', 1), ('fall', 1)]"
4318,values,"[('strike', 1), ('family', 1), ('nuclear', 1), ('horrible', 1), ('great', 1), ('blown', 1), ('gets', 1), ('supposedly', 1), ('lmfaooooblownup', 1), ('representing', 1), ('white', 1), ('americas', 1), ('cgi', 1)]"
7235,realities,"[('strange', 1), ('hilarious', 1), ('collide', 1), ('httptcolpgfqnpjd', 1), ('glitchcollide', 1), ('gassymexican', 1), ('life', 1), ('liked', 1), ('youtube', 1), ('video', 1)]"
7956,clearly,"[('straight', 1), ('butterfinger', 1), ('priorities', 1), ('crushed', 1), ('gym', 1), ('flurry', 1)]"
7958,flurry,"[('straight', 1), ('butterfinger', 1), ('priorities', 1), ('clearly', 1), ('crushed', 1), ('gym', 1)]"
7957,gym,"[('straight', 1), ('butterfinger', 1), ('priorities', 1), ('clearly', 1), ('crushed', 1), ('flurry', 1)]"
7955,priorities,"[('straight', 1), ('butterfinger', 1), ('clearly', 1), ('crushed', 1), ('gym', 1), ('flurry', 1)]"
6367,calumsos,"[('stop', 1), ('scasualtycasualty', 1), ('need', 1)]"
3495,joe,"[('stop', 1), ('realestate', 1), ('gel', 1), ('httptcohhzyoqelableeding', 1), ('instantly', 1), ('make', 1), ('httptcobtniwagt', 1), ('arizona', 1), ('landolina', 1), ('bleeding', 1)]"
2176,httptcozhtdjqzdarsonist,"[('stop', 1), ('like', 1), ('iran', 1), ('fire', 1), ('arsonist', 1), ('inviting', 1), ('brigade', 1), ('terrorism', 1), ('telegraph', 1), ('join', 1), ('trusting', 1)]"
2178,brigade,"[('stop', 1), ('like', 1), ('iran', 1), ('fire', 1), ('arsonist', 1), ('httptcozhtdjqzdarsonist', 1), ('inviting', 1), ('terrorism', 1), ('telegraph', 1), ('join', 1), ('trusting', 1), ('nbc', 1), ('httptcoulxdblmbk', 1), ('russian', 1), ('emergency', 1), ('nuclearbiologicalchemical', 1), ('response', 1), ('httptcovjhpvlnbawchemicalemergency', 1), ('exercise', 1), ('southern', 1), ('md', 1)]"
2181,trusting,"[('stop', 1), ('like', 1), ('iran', 1), ('fire', 1), ('arsonist', 1), ('httptcozhtdjqzdarsonist', 1), ('inviting', 1), ('brigade', 1), ('terrorism', 1), ('telegraph', 1), ('join', 1)]"
2180,telegraph,"[('stop', 1), ('like', 1), ('iran', 1), ('fire', 1), ('arsonist', 1), ('httptcozhtdjqzdarsonist', 1), ('inviting', 1), ('brigade', 1), ('terrorism', 1), ('join', 1), ('trusting', 1), ('unfolded', 1), ('australias', 1), ('ashes', 1), ('bridge', 1), ('collapse', 1), ('httptcofynermusgbridgecollapse', 1), ('trent', 1), ('disaster', 1)]"
2179,terrorism,"[('stop', 1), ('like', 1), ('iran', 1), ('fire', 1), ('arsonist', 1), ('httptcozhtdjqzdarsonist', 1), ('inviting', 1), ('brigade', 1), ('telegraph', 1), ('join', 1), ('trusting', 1)]"
2177,inviting,"[('stop', 1), ('like', 1), ('iran', 1), ('fire', 1), ('arsonist', 1), ('httptcozhtdjqzdarsonist', 1), ('brigade', 1), ('terrorism', 1), ('telegraph', 1), ('join', 1), ('trusting', 1)]"
6368,scasualtycasualty,"[('stop', 1), ('calumsos', 1), ('need', 1)]"
1880,jackson,"[('stony', 1), ('thus', 1), ('last', 1), ('httptcowbecdmhqoarmy', 1), ('leads', 1), ('army', 1), ('rejects', 1), ('hope', 1), ('satan', 1), ('felons', 1), ('americas', 1), ('alcohol', 1), ('vroman', 1), ('drugs', 1), ('househttptcooqhqquqvcyclone', 1)]"
7792,hicksville,"[('stole', 1), ('httptcoodnbttpsqcrashed', 1), ('crashed', 1), ('front', 1), ('thief', 1), ('phones;', 1), ('store', 1), ('cell', 1), ('window', 1), ('broke', 1), ('fled', 1)]"
7795,phones;,"[('stole', 1), ('hicksville', 1), ('httptcoodnbttpsqcrashed', 1), ('crashed', 1), ('front', 1), ('thief', 1), ('store', 1), ('cell', 1), ('window', 1), ('broke', 1), ('fled', 1)]"
7796,cell,"[('stole', 1), ('hicksville', 1), ('httptcoodnbttpsqcrashed', 1), ('crashed', 1), ('front', 1), ('thief', 1), ('phones;', 1), ('store', 1), ('window', 1), ('broke', 1), ('fled', 1)]"
7797,fled,"[('stole', 1), ('hicksville', 1), ('httptcoodnbttpsqcrashed', 1), ('crashed', 1), ('front', 1), ('thief', 1), ('phones;', 1), ('store', 1), ('cell', 1), ('window', 1), ('broke', 1)]"
7794,thief,"[('stole', 1), ('hicksville', 1), ('httptcoodnbttpsqcrashed', 1), ('crashed', 1), ('front', 1), ('phones;', 1), ('store', 1), ('cell', 1), ('window', 1), ('broke', 1), ('fled', 1)]"
7793,httptcoodnbttpsqcrashed,"[('stole', 1), ('hicksville', 1), ('crashed', 1), ('front', 1), ('thief', 1), ('phones;', 1), ('store', 1), ('cell', 1), ('window', 1), ('broke', 1), ('fled', 1)]"
7626,joeysterling,"[('sterlingknight', 1), ('car', 1), ('driving', 1), ('crashsterlingwho', 1), ('carmel', 1), ('knightcrash', 1)]"
3899,httptcouvavyrgvblizzard,"[('stats', 1)]"
6279,courses,"[('state\x89û', 1), ('property', 1), ('take', 1), ('work', 1), ('httpstcojmdzwksdmcasualty', 1), ('casualty', 1), ('online', 1), ('week', 1), ('stay', 1), ('able', 1)]"
6280,httpstcojmdzwksdmcasualty,"[('state\x89û', 1), ('courses', 1), ('property', 1), ('take', 1), ('work', 1), ('casualty', 1), ('online', 1), ('week', 1), ('stay', 1), ('able', 1)]"
5029,armed,"[('state', 1), ('turkey', 1), ('httptcomdapxlwobombed', 1), ('islamic', 1), ('syria', 1), ('bombs', 1), ('target', 1), ('drone', 1), ('us', 1), ('taking', 1), ('targe', 1), ('bombed', 1)]"
5030,islamic,"[('state', 1), ('turkey', 1), ('httptcomdapxlwobombed', 1), ('armed', 1), ('syria', 1), ('bombs', 1), ('target', 1), ('drone', 1), ('us', 1), ('taking', 1), ('targe', 1), ('bombed', 1)]"
5032,targe,"[('state', 1), ('turkey', 1), ('httptcomdapxlwobombed', 1), ('armed', 1), ('islamic', 1), ('syria', 1), ('bombs', 1), ('target', 1), ('drone', 1), ('us', 1), ('taking', 1), ('bombed', 1)]"
5031,syria,"[('state', 1), ('turkey', 1), ('httptcomdapxlwobombed', 1), ('armed', 1), ('islamic', 1), ('bombs', 1), ('target', 1), ('drone', 1), ('us', 1), ('taking', 1), ('targe', 1), ('bombed', 1), ('france', 1), ('kingdom', 1), ('voltaire', 1), ('httptcozyssobxntcbombing', 1), ('daesh', 1), ('network', 1), ('bombing', 1), ('united', 1)]"
5028,httptcomdapxlwobombed,"[('state', 1), ('turkey', 1), ('armed', 1), ('islamic', 1), ('syria', 1), ('bombs', 1), ('target', 1), ('drone', 1), ('us', 1), ('taking', 1), ('targe', 1), ('bombed', 1)]"
2907,abcnorio,"[('state', 1), ('nyc', 1), ('gardens', 1), ('fear', 1), ('les', 1), ('repression', 1), ('manufactured', 1), ('httptcobarrxugsgbioterror', 1), ('nowplaying', 1), ('bioterror', 1), ('orchardalley', 1)]"
2908,les,"[('state', 1), ('nyc', 1), ('gardens', 1), ('fear', 1), ('abcnorio', 1), ('repression', 1), ('manufactured', 1), ('httptcobarrxugsgbioterror', 1), ('nowplaying', 1), ('bioterror', 1), ('orchardalley', 1)]"
2911,httptcobarrxugsgbioterror,"[('state', 1), ('nyc', 1), ('gardens', 1), ('fear', 1), ('abcnorio', 1), ('les', 1), ('repression', 1), ('manufactured', 1), ('nowplaying', 1), ('bioterror', 1), ('orchardalley', 1)]"
2912,orchardalley,"[('state', 1), ('nyc', 1), ('gardens', 1), ('fear', 1), ('abcnorio', 1), ('les', 1), ('repression', 1), ('manufactured', 1), ('httptcobarrxugsgbioterror', 1), ('nowplaying', 1), ('bioterror', 1)]"
2910,manufactured,"[('state', 1), ('nyc', 1), ('gardens', 1), ('fear', 1), ('abcnorio', 1), ('les', 1), ('repression', 1), ('httptcobarrxugsgbioterror', 1), ('nowplaying', 1), ('bioterror', 1), ('orchardalley', 1), ('voodooben', 1), ('purple', 1), ('ive', 1), ('hearts', 1), ('using', 1), ('heard', 1), ('casualties', 1), ('expectedcasualties', 1), ('bc', 1), ('countermoonbat', 1), ('still', 1)]"
2909,repression,"[('state', 1), ('nyc', 1), ('gardens', 1), ('fear', 1), ('abcnorio', 1), ('les', 1), ('manufactured', 1), ('httptcobarrxugsgbioterror', 1), ('nowplaying', 1), ('bioterror', 1), ('orchardalley', 1)]"
2906,fear,"[('state', 1), ('nyc', 1), ('gardens', 1), ('abcnorio', 1), ('les', 1), ('repression', 1), ('manufactured', 1), ('httptcobarrxugsgbioterror', 1), ('nowplaying', 1), ('bioterror', 1), ('orchardalley', 1)]"
2905,gardens,"[('state', 1), ('nyc', 1), ('fear', 1), ('abcnorio', 1), ('les', 1), ('repression', 1), ('manufactured', 1), ('httptcobarrxugsgbioterror', 1), ('nowplaying', 1), ('bioterror', 1), ('orchardalley', 1)]"
5027,turkey,"[('state', 1), ('httptcomdapxlwobombed', 1), ('armed', 1), ('islamic', 1), ('syria', 1), ('bombs', 1), ('target', 1), ('drone', 1), ('us', 1), ('taking', 1), ('targe', 1), ('bombed', 2), ('vagersedolla', 1), ('villages', 1), ('pkk', 1), ('finds', 1), ('fed', 1), ('visits', 1), ('people', 1), ('httptcouuweikdspbombed', 1), ('recently', 1)]"
820,government,"[('state', 1), ('four', 1), ('july', 1), ('airplane', 1), ('mexico', 1), ('including', 1), ('coahuila', 1), ('accident', 1), ('ocampo', 1), ('cessna', 1), ('killed', 1), ('officialairplaneaccident', 1), ('men', 1), ('acid', 1), ('attack', 1), ('hospitals', 1), ('httptcohpmwellattack', 1), ('delhi', 1), ('free', 1), ('treatment', 1), ('provide', 1), ('victims', 1), ('private', 1), ('scientists', 1), ('concerned', 1), ('using', 1), ('gm', 1), ('bioterrorism', 1), ('experts', 1), ('httptcosumeprofbioterrorism', 1), ('possible', 1), ('organisms', 1), ('zimbabwe', 1), ('country', 1), ('linecollapsed', 1), ('live', 1), ('collapsed', 1), ('many', 1), ('ruled', 1), ('poverty', 1), ('dictator', 1)]"
5595,change,"[('state', 1), ('buildings', 2), ('decks', 1), ('apartment', 1), ('fire', 1), ('prohibits', 1), ('check', 1), ('httptcokezsnamlbuildingsonfire', 1), ('grills', 1), ('condos', 1), ('code', 1), ('burning', 1), ('save', 1), ('im', 1), ('etc', 1), ('gotta', 1), ('heroburningbuildings', 1), ('pay', 1), ('sex', 1), ('wars', 1), ('heros', 1), ('fight', 1), ('sorry', 1), ('u', 1), ('call', 1), ('ppl', 1), ('benefits', 1), ('catastrophic', 2), ('climate', 2), ('could', 1), ('really', 1), ('httptcoibxcragttcatastrophic', 1), ('weathernetwork', 1), ('lifetime', 1), ('school', 1), ('student', 1), ('also', 1), ('excited', 1), ('ensuing', 1), ('next', 1), ('years', 1), ('debt', 1)]"
5600,condos,"[('state', 1), ('buildings', 1), ('change', 1), ('decks', 1), ('apartment', 1), ('fire', 1), ('prohibits', 1), ('check', 1), ('httptcokezsnamlbuildingsonfire', 1), ('grills', 1), ('code', 1)]"
5599,grills,"[('state', 1), ('buildings', 1), ('change', 1), ('decks', 1), ('apartment', 1), ('fire', 1), ('prohibits', 1), ('check', 1), ('httptcokezsnamlbuildingsonfire', 1), ('condos', 1), ('code', 1)]"
5598,httptcokezsnamlbuildingsonfire,"[('state', 1), ('buildings', 1), ('change', 1), ('decks', 1), ('apartment', 1), ('fire', 1), ('prohibits', 1), ('check', 1), ('grills', 1), ('condos', 1), ('code', 1)]"
5597,prohibits,"[('state', 1), ('buildings', 1), ('change', 1), ('decks', 1), ('apartment', 1), ('fire', 1), ('check', 1), ('httptcokezsnamlbuildingsonfire', 1), ('grills', 1), ('condos', 1), ('code', 1)]"
5596,decks,"[('state', 1), ('buildings', 1), ('change', 1), ('apartment', 1), ('fire', 1), ('prohibits', 1), ('check', 1), ('httptcokezsnamlbuildingsonfire', 1), ('grills', 1), ('condos', 1), ('code', 1)]"
1645,taste,"[('startrek', 1), ('tos', 1), ('episode', 1), ('based', 1), ('armageddon', 1), ('photo', 1), ('sketch', 1), ('httptcoaedcskarmageddon', 1)]"
3583,againbleeding,"[('started', 1), ('ear', 1), ('bleeding', 1)]"
1749,preseasonworkouts,"[('start', 1), ('tomorrow', 1), ('armageddon', 1), ('day', 1)]"
5780,mindburning,"[('stars', 1), ('voice', 1), ('burning', 1)]"
5686,hgf,"[('star', 1), ('home', 1), ('derby', 1), ('burned', 1), ('fire', 1), ('robbie', 1), ('game', 1), ('know', 1), ('run', 1), ('hurts', 1), ('uh', 1), ('throw', 1), ('redsoxburned', 1), ('ross', 1), ('huh', 1)]"
5685,redsoxburned,"[('star', 1), ('home', 1), ('derby', 1), ('burned', 1), ('fire', 1), ('robbie', 1), ('game', 1), ('know', 1), ('run', 1), ('hurts', 1), ('uh', 1), ('throw', 1), ('hgf', 1), ('ross', 1), ('huh', 1)]"
5684,uh,"[('star', 1), ('home', 1), ('derby', 1), ('burned', 1), ('fire', 1), ('robbie', 1), ('game', 1), ('know', 1), ('run', 1), ('hurts', 1), ('throw', 1), ('redsoxburned', 1), ('hgf', 1), ('ross', 1), ('huh', 1)]"
5683,robbie,"[('star', 1), ('home', 1), ('derby', 1), ('burned', 1), ('fire', 1), ('game', 1), ('know', 1), ('run', 1), ('hurts', 1), ('uh', 1), ('throw', 1), ('redsoxburned', 1), ('hgf', 1), ('ross', 1), ('huh', 1)]"
5682,derby,"[('star', 1), ('home', 1), ('burned', 1), ('fire', 1), ('robbie', 1), ('game', 1), ('know', 1), ('run', 1), ('hurts', 1), ('uh', 1), ('throw', 1), ('redsoxburned', 1), ('hgf', 1), ('ross', 1), ('huh', 1)]"
3156,djcoreygrand,"[('standup', 1), ('httptcopgqmctgljblaze', 1), ('family', 1), ('djryanwolf', 1), ('djknyce', 1), ('iamtonyneal', 1), ('officialcoredjs', 1), ('cleveland', 1), ('djoneplustwo', 1), ('welcome', 1)]"
3157,djknyce,"[('standup', 1), ('httptcopgqmctgljblaze', 1), ('family', 1), ('djryanwolf', 1), ('djcoreygrand', 1), ('iamtonyneal', 1), ('officialcoredjs', 1), ('cleveland', 1), ('djoneplustwo', 1), ('welcome', 1)]"
3158,iamtonyneal,"[('standup', 1), ('httptcopgqmctgljblaze', 1), ('family', 1), ('djryanwolf', 1), ('djcoreygrand', 1), ('djknyce', 1), ('officialcoredjs', 1), ('cleveland', 1), ('djoneplustwo', 1), ('welcome', 1)]"
3160,cleveland,"[('standup', 1), ('httptcopgqmctgljblaze', 1), ('family', 1), ('djryanwolf', 1), ('djcoreygrand', 1), ('djknyce', 1), ('iamtonyneal', 1), ('officialcoredjs', 1), ('djoneplustwo', 1), ('welcome', 1), ('shaker', 2), ('httptcowyoktftrwblight', 1), ('house', 2), ('fight', 2), ('next', 2), ('heights', 2), ('blight', 2), ('door', 2), ('httptcoetkdunn', 1), ('httptcolrelvrmwblight', 1)]"
3161,djoneplustwo,"[('standup', 1), ('httptcopgqmctgljblaze', 1), ('family', 1), ('djryanwolf', 1), ('djcoreygrand', 1), ('djknyce', 1), ('iamtonyneal', 1), ('officialcoredjs', 1), ('cleveland', 1), ('welcome', 1)]"
3162,welcome,"[('standup', 1), ('httptcopgqmctgljblaze', 1), ('family', 1), ('djryanwolf', 1), ('djcoreygrand', 1), ('djknyce', 1), ('iamtonyneal', 1), ('officialcoredjs', 1), ('cleveland', 1), ('djoneplustwo', 1), ('book', 1), ('olrules', 1), ('read', 1), ('chapter', 1), ('free', 1), ('hope', 1), ('full', 1), ('jesus', 1), ('new', 1), ('encounters', 1), ('httptcoqxarfagblood', 1)]"
3159,officialcoredjs,"[('standup', 1), ('httptcopgqmctgljblaze', 1), ('family', 1), ('djryanwolf', 1), ('djcoreygrand', 1), ('djknyce', 1), ('iamtonyneal', 1), ('cleveland', 1), ('djoneplustwo', 1), ('welcome', 1)]"
3155,djryanwolf,"[('standup', 1), ('httptcopgqmctgljblaze', 1), ('family', 1), ('djcoreygrand', 1), ('djknyce', 1), ('iamtonyneal', 1), ('officialcoredjs', 1), ('cleveland', 1), ('djoneplustwo', 1), ('welcome', 1)]"
3154,httptcopgqmctgljblaze,"[('standup', 1), ('family', 1), ('djryanwolf', 1), ('djcoreygrand', 1), ('djknyce', 1), ('iamtonyneal', 1), ('officialcoredjs', 1), ('cleveland', 1), ('djoneplustwo', 1), ('welcome', 1)]"
713,belief,"[('stands', 1), ('thing', 1), ('actually', 1), ('joel', 1), ('brownaftershock', 1), ('possible', 1), ('try', 1), ('dream', 1), ('destruction', 1), ('total', 1), ('ritzyjewelsannihilation', 1), ('annihilation', 1), ('hell', 1), ('fraction', 1), ('lodisilverado', 1), ('rvfriedmann', 1), ('usa', 1)]"
714,brownaftershock,"[('stands', 1), ('thing', 1), ('actually', 1), ('belief', 1), ('joel', 1), ('possible', 1), ('try', 1), ('dream', 1)]"
715,possible,"[('stands', 1), ('thing', 1), ('actually', 1), ('belief', 1), ('joel', 1), ('brownaftershock', 1), ('try', 1), ('dream', 1), ('everyone', 1), ('school', 1), ('nightaftershock', 1), ('aftershock', 1), ('great', 1), ('thank', 1), ('back', 1), ('want', 1), ('kick', 1), ('making', 1), ('year', 1), ('new', 1), ('httptconruzhrxquavalanche', 1), ('jerseys', 1), ('next', 1), ('avalanche', 1), ('government', 1), ('scientists', 1), ('concerned', 2), ('using', 1), ('gm', 1), ('bioterrorism', 1), ('experts', 1), ('httptcosumeprofbioterrorism', 1), ('organisms', 1), ('borrowers', 1), ('rate', 1), ('rise', 1), ('httptcosbhhkkzycatastrophe', 1), ('could', 1), ('catastrophe', 1), ('interest', 1), ('marvel', 1), ('industrycollapse', 1), ('idwpublishing', 1), ('youre', 1), ('imagecomics', 1), ('collapse', 1), ('darkhorsecomics', 1), ('dccomics', 1), ('enabling', 1)]"
716,dream,"[('stands', 1), ('thing', 1), ('actually', 1), ('belief', 1), ('joel', 1), ('brownaftershock', 1), ('possible', 1), ('try', 1), ('bout', 1), ('wake', 1), ('balanceclifffall', 1), ('youre', 1), ('cliff', 1), ('deep', 1), ('struggling', 1), ('keep', 1), ('sleep', 1), ('fall', 1)]"
712,thing,"[('stands', 1), ('actually', 1), ('belief', 1), ('joel', 1), ('brownaftershock', 1), ('possible', 1), ('try', 1), ('dream', 1), ('wnukes', 1), ('horror', 1), ('israel', 1), ('promised', 1), ('iran', 1), ('one', 2), ('suregod', 1), ('httpstcoxnmxsxyannihilated', 1), ('annihilated', 1), ('butthe', 1), ('slightly', 1), ('got', 1), ('fararmy', 1), ('first', 1), ('intrigued', 1), ('army', 1), ('seeing', 1), ('whitewalkers', 1), ('battle', 1), ('httptcowphauheibattle', 1), ('external', 1), ('motivation', 1), ('vs', 1), ('internal', 1), ('sean', 1), ('ye', 1), ('upblewup', 1), ('blew', 1), ('big', 1), ('still', 1), ('candy', 1), ('blizzard', 1), ('cotton', 1), ('dq', 1), ('best', 1), ('ra', 1), ('went', 1), ('al', 1), ('ghul', 1), ('escaped', 1), ('know', 1), ('blown', 1), ('next', 1), ('back', 1), ('life', 1), ('ablownup', 1), ('hopefulbatgirl', 1), ('beaten', 1), ('brought', 1), ('burning', 1), ('hunters', 1), ('v', 1), ('uhhhhh', 1), ('demon', 1), ('httpstcooptpslgkcburning', 1), ('crusade', 1), ('whole', 1), ('soaking', 1), ('never', 1), ('ground', 1), ('wetbushfires', 1), ('fires', 1), ('bush', 1), ('scotland', 1), ('always', 1), ('sure', 1)]"
1070,practice,"[('standardised', 1), ('cannot', 1), ('across', 1), ('trustambulance', 1), ('clinical', 1), ('medic', 1), ('aaceorg', 1), ('surprised', 1), ('nhs', 1), ('ambulance', 1), ('still', 1), ('year', 1), ('dat', 1), ('bad', 1), ('watch', 1), ('burned', 1), ('allpro', 1), ('squad', 1), ('fool', 1), ('coverage', 1), ('materialburned', 1), ('get', 1), ('dude', 1)]"
3139,tour,"[('st', 1), ('listings', 1), ('virtual', 1), ('httptconfpaytvwblaze', 1), ('see', 1), ('listed', 1), ('one', 1), ('beach', 1), ('fir', 1), ('dorrie', 1), ('cannon', 1), ('caruana', 1), ('bagging', 1), ('body', 1), ('tracks', 1), ('drake', 1), ('nicki', 1), ('started', 1), ('hushhes', 1), ('lolbodybagging', 1), ('meek', 1), ('meanwhile', 1), ('put', 1), ('diss', 1), ('hes', 1), ('dude', 1), ('hush', 1)]"
6067,slashandburn,"[('st', 1), ('blamed', 1), ('fires', 1), ('httptcodjchjfzpbushfires', 1), ('bush', 1), ('thomas', 1), ('western', 1)]"
6066,httptcodjchjfzpbushfires,"[('st', 1), ('blamed', 1), ('fires', 1), ('bush', 1), ('slashandburn', 1), ('thomas', 1), ('western', 1)]"
480,httptcohylmowgfiaccident,"[('sr', 1), ('traffic', 1), ('accident', 1), ('ashville', 1), ('us', 1), ('sb', 1)]"
1286,lgmannihilated,"[('sr', 1), ('ball', 1), ('juanny', 1), ('beisbol', 1), ('annihilated', 1)]"
1285,beisbol,"[('sr', 1), ('ball', 1), ('juanny', 1), ('annihilated', 1), ('lgmannihilated', 1)]"
1284,juanny,"[('sr', 1), ('ball', 1), ('beisbol', 1), ('annihilated', 1), ('lgmannihilated', 1)]"
6318,benitezs,"[('squad', 1), ('benzema', 1), ('look', 1), ('bound', 1), ('increasingly', 1), ('casualty', 1), ('arsenal', 1), ('thinkcasualty', 1), ('looks', 1), ('chance', 1), ('new', 1)]"
7970,km,"[('sportwatch', 2), ('nike+', 2), ('pace', 2), ('run', 2), ('crushed', 2), ('httptcoadsmbqkwucrushed', 1), ('gps', 2), ('nikeplus', 2), ('httptcodvweqescrushed', 1)]"
7971,nike+,"[('sportwatch', 2), ('km', 2), ('pace', 2), ('run', 2), ('crushed', 2), ('httptcoadsmbqkwucrushed', 1), ('gps', 2), ('nikeplus', 2), ('httptcodvweqescrushed', 1)]"
7973,gps,"[('sportwatch', 2), ('km', 2), ('nike+', 2), ('pace', 2), ('run', 2), ('crushed', 2), ('httptcoadsmbqkwucrushed', 1), ('nikeplus', 2), ('httptcodvweqescrushed', 1)]"
7974,nikeplus,"[('sportwatch', 2), ('km', 2), ('nike+', 2), ('pace', 2), ('run', 2), ('crushed', 2), ('httptcoadsmbqkwucrushed', 1), ('gps', 2), ('httptcodvweqescrushed', 1)]"
7982,httptcodvweqescrushed,"[('sportwatch', 1), ('km', 1), ('nike+', 1), ('pace', 1), ('run', 1), ('crushed', 1), ('gps', 1), ('nikeplus', 1)]"
7972,httptcoadsmbqkwucrushed,"[('sportwatch', 1), ('km', 1), ('nike+', 1), ('pace', 1), ('run', 1), ('crushed', 1), ('gps', 1), ('nikeplus', 1)]"
7175,trusty,"[('spontaneously', 1), ('trustycollapsed', 1), ('actually', 1), ('wrong', 1), ('considering', 1), ('call', 1), ('collapsed', 1), ('thats', 1), ('xdescry', 1)]"
7176,xdescry,"[('spontaneously', 1), ('trustycollapsed', 1), ('actually', 1), ('wrong', 1), ('considering', 1), ('call', 1), ('collapsed', 1), ('thats', 1), ('trusty', 1)]"
7174,considering,"[('spontaneously', 1), ('trustycollapsed', 1), ('actually', 1), ('wrong', 1), ('call', 1), ('collapsed', 1), ('thats', 1), ('trusty', 1), ('xdescry', 1)]"
7173,trustycollapsed,"[('spontaneously', 1), ('actually', 1), ('wrong', 1), ('considering', 1), ('call', 1), ('collapsed', 1), ('thats', 1), ('trusty', 1), ('xdescry', 1)]"
1558,httptcovaftdzezapocalypse,"[('spirit', 1), ('high', 1), ('mountain', 1), ('short', 1), ('readingapocalypse', 1), ('angel', 1), ('top', 1), ('took', 1), ('enormous', 1)]"
455,mayonnaise,"[('spilt', 1), ('mom', 1), ('didnt', 1), ('accident', 1), ('get', 1), ('thatmom', 1), ('truck', 1), ('home', 1), ('wished', 1), ('fast', 1)]"
458,thatmom,"[('spilt', 1), ('mayonnaise', 1), ('mom', 1), ('didnt', 1), ('accident', 1), ('get', 1), ('truck', 1), ('home', 1), ('wished', 1), ('fast', 1)]"
459,wished,"[('spilt', 1), ('mayonnaise', 1), ('mom', 1), ('didnt', 1), ('accident', 1), ('get', 1), ('thatmom', 1), ('truck', 1), ('home', 1), ('fast', 1)]"
457,didnt,"[('spilt', 1), ('mayonnaise', 1), ('mom', 1), ('accident', 1), ('get', 1), ('thatmom', 1), ('truck', 1), ('home', 1), ('wished', 1), ('fast', 1), ('feels', 1), ('survive', 1), ('apocalypse', 1), ('poor', 1), ('boy', 1), ('fukurodani', 1), ('horrible', 1), ('ohh', 1), ('childapocalypse', 1), ('ppor', 1), ('bokuto', 1), ('attacked', 1), ('getting', 1), ('way', 1), ('make', 1), ('httpstcochkpgfynjattacked', 1), ('white', 1), ('black', 1), ('men', 1), ('know', 1), ('httpstcorbrwpwipjavalanche', 1), ('box', 1), ('bet', 1), ('kick', 1), ('im', 1), ('notice', 1), ('background', 1), ('floatin', 1), ('even', 1), ('head', 1), ('httptcojawgpspebombed', 1), ('bombed', 1), ('train', 1), ('cross', 1), ('bridge', 1), ('ameenshaikh', 1), ('collapse', 1), ('logic', 1), ('sureshprabhubridgecollapse', 1), ('second', 1), ('engine', 1), ('ur', 1), ('sanjaynirupam', 1), ('son', 1), ('crashed', 1), ('laid', 1), ('finally', 1), ('bed', 1), ('sleep', 1), ('night', 1)]"
456,mom,"[('spilt', 1), ('mayonnaise', 1), ('didnt', 1), ('accident', 1), ('get', 2), ('thatmom', 1), ('truck', 1), ('home', 2), ('wished', 1), ('fast', 1), ('blizzard', 1), ('guess', 1), ('rolo', 1), ('tonightblizzard', 1), ('wants', 1), ('said', 3), ('dq', 1), ('really', 1), ('lol', 1), ('maybe', 1), ('portable', 1), ('finally', 1), ('collapsed', 1), ('nocollapsed', 1), ('u', 1), ('clothes', 1), ('broke', 1), ('x', 1), ('rid', 1), ('closet', 1), ('everyones', 1), ('crushed', 1), ('soulcrushed', 1), ('bhavanas', 1), ('everyone', 1), ('curfewcurfew', 1), ('emmychappy', 1), ('go', 2), ('oclock', 1), ('curfew', 2), ('im', 2), ('stupidniggr', 1), ('othcurfew', 1), ('past', 1), ('telling', 1), ('summer', 1), ('made', 1), ('beginning', 1), ('homecurfew', 1), ('always', 1), ('wonders', 1), ('back', 1), ('never', 1)]"
7292,httptcowcbrgnjcollide,"[('spells', 1), ('slip', 1), ('subatomic', 1), ('collide', 1), ('finer', 1), ('even', 1), ('coincide', 1), ('words', 1), ('souls', 1)]"
7295,coincide,"[('spells', 1), ('httptcowcbrgnjcollide', 1), ('slip', 1), ('subatomic', 1), ('collide', 1), ('finer', 1), ('even', 1), ('words', 1), ('souls', 1)]"
7294,finer,"[('spells', 1), ('httptcowcbrgnjcollide', 1), ('slip', 1), ('subatomic', 1), ('collide', 1), ('even', 1), ('coincide', 1), ('words', 1), ('souls', 1)]"
7293,subatomic,"[('spells', 1), ('httptcowcbrgnjcollide', 1), ('slip', 1), ('collide', 1), ('finer', 1), ('even', 1), ('coincide', 1), ('words', 1), ('souls', 1)]"
5106,feminist,"[('specific', 1), ('kurtschlichter', 1), ('sexist', 1), ('japan', 1), ('valuesbombed', 1), ('liberal', 1), ('falphil', 1), ('said', 1), ('us', 1), ('back', 1), ('traditional', 1), ('compassion', 1), ('bs', 1), ('bombed', 1)]"
